Excess_risk,Mean_error,Mean_risk,Min_risk,Std_error,Std_risk
0.02440506670549214,0.8923333333333333,0.5532456346234024,0.5532456346234024,0.062479774505212665,0.01218752299901887
0.02255540461775224,0.9257500000000001,0.47508418516999884,0.47508418516999884,0.025340596546516672,0.012228870996328915
0.008286173166724642,0.9395,0.2732667928347314,0.2732667928347314,0.004582575694955812,0.00431504899143263
0.005001071241323013,0.9415,0.2098414901263571,0.2098414901263571,0.005188127472091119,0.0031522742750542806
