Excess_risk,Mean_error,Mean_risk,Min_risk,Std_error,Std_risk
0.008720557159530684,0.95075,0.5584467384745693,0.5584467384745693,0.12419264269673949,0.006995732168375992
0.010306214630391664,0.9993333333333333,0.46135682023519936,0.46135682023519936,0.003590109871423007,0.0072973892952213106
0.0022477991488056848,1.0,0.1905556125107367,0.1905556125107367,0.0,0.0020514191457017806
0.0009928494464355592,1.0,0.10755163454435322,0.10755163454435322,0.0,0.0007067365722540301
